x,y
3.2,14.44047619
3.2,11.56547619
3.2,21.33333333
3.2,23.25595238
3.2,15.76190476
3.2,21.60714286
3.2,16.52380952
3.2,29.26774405
3.2,15.05952381
3.2,15.60714286
3.2,12.06547619
3.2,20.83928571
3.2,18.35714286
3.2,14.45238095
3.2,14.64880952
3.2,22.35119048
3.2,17.54761905
3.2,20.02380952
3.2,15.05952381
3.2,27.35714286
3.4,18.88095238
3.4,21.11309524
3.4,12.86309524
3.4,19.6547619
3.4,13.94047619
3.4,14.23214286
3.4,16.36904762
3.4,31.14685859
3.4,17.3452381
3.4,19.57738095
3.4,21.35714286
3.4,11.75595238
3.4,22.5297619
3.4,17.375
3.4,13.19642857
3.4,14.43452381
3.4,16.14880952
3.4,19.33928571
3.4,20.47619048
3.4,17.30952381
3.6,19.7797619
3.6,17.7202381
3.6,18.24404762
3.6,14.33333333
3.6,23.16071429
3.6,17.69047619
3.6,17.03571429
3.6,14.86309524
3.6,18.03571429
3.6,10.42261905
3.6,15.48809524
3.6,15.88690476
3.6,21.04166667
3.6,18.75595238
3.6,17.92261905
3.6,13.06547619
3.6,22.96428571
3.6,15.70238095
3.6,13.17857143
3.6,29.86315975
3.8,23.5952381
3.8,24.67857143
3.8,21.48214286
3.8,16.31547619
3.8,15.80952381
3.8,23.10119048
3.8,16.08333333
3.8,11.625
3.8,16.11309524
3.8,21.01785714
3.8,21.94642857
3.8,30.03341517
3.8,18.48214286
3.8,24.07142857
3.8,14.25595238
3.8,15.23809524
3.8,14.66666667
3.8,16.91071429
3.8,28.33865545
3.8,25.45238095
4,13.82738095
4,19.16666667
4,17.26190476
4,11.85119048
4,19.31547619
4,15.125
4,30.68736822
4,26.88095238
4,13.69642857
4,18.20238095
4,14.30357143
4,18.39285714
4,19.83333333
4,22
4,21.2797619
4,16.46428571
4,14.32142857
4,22.06547619
4,19.36309524
4,13.99404762
4.2,16.00595238
4.2,14.17261905
4.2,18.77380952
4.2,31.53534627
4.2,28.16071429
4.2,14.35714286
4.2,18.79761905
4.2,15.2797619
4.2,17.30357143
4.2,13.08928571
4.2,15.61309524
4.2,15.47619048
4.2,15.29166667
4.2,16.125
4.2,12.33333333
4.2,23.58333333
4.2,12.91071429
4.2,21.80952381
4.2,20.49404762
4.2,25.53571429
4.4,16.1547619
4.4,23.54166667
4.4,31.60204759
4.4,21.28571429
4.4,12.73809524
4.4,17.16666667
4.4,13.64285714
4.4,23.92261905
4.4,19.80952381
4.4,13.48809524
4.4,13.41666667
4.4,16.35714286
4.4,13.625
4.4,12.8452381
4.4,14.39285714
4.4,24.13690476
4.4,12.73809524
4.4,18.76785714
4.4,22.04166667
4.4,30.57737873
4.6,20.00595238
4.6,14.23214286
4.6,15.38095238
4.6,19.4702381
4.6,14.26190476
4.6,16.3452381
4.6,29.0297619
4.6,14.80952381
4.6,23.10714286
4.6,16.50595238
4.6,29.50595238
4.6,18.69047619
4.6,15.96428571
4.6,17.5297619
4.6,14.88095238
4.6,13.63095238
4.6,14.9702381
4.6,17.72619048
4.6,18.13095238
4.6,16.7797619
4.8,15.11904762
4.8,28.70238095
4.8,11.33333333
4.8,14.05357143
4.8,23.83333333
4.8,13.45833333
4.8,27.11904762
4.8,14.76785714
4.8,26.13690476
4.8,13.76785714
4.8,17.03571429
4.8,18.01190476
4.8,26.9047619
4.8,15.50595238
4.8,24.45833333
4.8,21.83333333
4.8,12.63095238
4.8,17.52380952
4.8,24.42857143
4.8,22.08333333
